Image,Blade Range,Total,Update Date,Image URL,Released Year,Model #,Brand,Type,Bevel,Slide,Blade Diameter,Watt,RPM,Power Supply,Soft Start,Laser,Others,Key Innovation/Significance,REF URL,Price,Price Range
,Ø191~222mm,"Dual
Rail-Front
Corded
Soft Start
Dual laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,Festool Kapex KS 60 E,Festool,1.Benchtop,Dual,Rail-Front,216,1200,1300-3500,Corded,Soft Start,Dual laser,"E Brake, Speed Ctrl, ",good,https://www.festool.com/products/saws/sliding-compound-mitre-saws/561683---ks-60-e-sets-gb-240v,,
,Ø127~191mm,"Dual
Rail-Front
Cordless 36V
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,C3607DRA,MetaboHPT,1.Benchtop,Dual,Rail-Front,184,2000,4000,Cordless 36V,Soft Start,Laser,E Brake,good,https://www.metabo-hpt.com/us/main-navigation/item/c3607dra-36v-multivolt-7-1-4-sliding-miter-saw,,
,,"Corded
-
Interface",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,ET36A,MetaboHPT,,,,,2000,,Corded,,-,Interface,good,https://www.metabo-hpt.com/us/main-navigation/item/et36a-multivolt-ac-adapter,,
,Ø279~333mm,"Dual
Rail
Cordless 36V
-
Shadow
E Brake, Interface (AWS)",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,Makita XSL08ZU,Makita,1.Benchtop,Dual,Rail,305,,4400,Cordless 36V,-,Shadow,"E Brake, Interface (AWS)",good,https://www.makitatools.com/products/details/XSL08Z,,
,Ø279~333mm,"Dual
Rail
Cordless 36V
-
-
E Brake, Interface (AWS)",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,Makita DLS211,Makita,1.Benchtop,Dual,Rail,305,,4400,Cordless 36V,-,-,"E Brake, Interface (AWS)",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFhGLwqaPGkn5HwZ3QNl10QT9RtcA_YCmmWQI139OMgWWiM6aZDFyDwr5LlXh9fc6mhhIvtCqpBZQ243F3WBtJt_eAXJcFEK9ojTU_BwwablzXA27ASNU0hWCEWDiFAx0vKzBr1Y9o=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE3yb8SdPIkwYad6j9RiXYIGzW322fSHskwwQTywdpiO3mfHKK5TbuzrIp0Ad19qaFwhkskW8_kbBBMTTXTglWqV0ZzmRG74p62foUdHy5jkcEOFS4F5aitLR_6fGS-jHLX42D0SQ==",,
,Ø279~333mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake, IoT",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,Milwaukee 2739-20,Milwaukee,1.Benchtop,Dual,Rail,305,,3500,Cordless 18V,Soft Start,-,"E Brake, IoT",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGuX9Xn04BYhWDABKoxqnvrtALRKZVfZ5Wyu64Rta45-ZfU_xsv_DJN37tw-9-SVo2U3mXvzajIbcrsBjUQD02GeEn47-epirNLsfhqDRN1Ntk_ZjgtU-gMZDqN-xvM6mKIZHw16Q==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFXzkYMnuzEzu82lUOPai2O9MYgClcj2Z9SvO35La1QaY7g-xah7FQmie6mDSQ_991Eth60cud-h9Oyd6u5Z_rKxOVLqrB4q1gaCHVJFrTt_DZJL5SweUgJNhWEMZaTjLTG1I8QXP-0tCXFtsSvmJU8yZ8LpFoz0GNtiY2HkVdVCn0XLfVmBf6y1fdj_9T-vpvHxrf3uZs7Z35EUYOBWDNP,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFXzkYMnuzEzu82lUOPai2O9MYgClcj2Z9SvO35La1QaY7g-xah7FQmie6mDSQ_991Eth60cud-h9Oyd6u5Z_rKxOVLqrB4q1gaCHVJFrTt_DZJL5SweUgJNhWEMZaTjLTG1I8QXP-0tCXFtsSvmJU8yZ8LpFoz0GNtiY2HkVdVCn0XLfVmBf6y1fdj_9T-vpvHxrf3uZs7Z35EUYOBWDNP",,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,HM 216 SPX (2019 版),Scheppach,1.Benchtop,Dual,Rail,216,2000,4800,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm216-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901215901/,,
,Ø222~267mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,HM 100 T (2019 更新款),Scheppach,3.Multi Function,Single,Compound,254,1800,5000,Corded,,Laser,,good,https://www.manualslib.com/brand/Scheppach/HM100T.html,,
,Ø191~222mm,"Single
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,HM 210 L,Scheppach,1.Benchtop,Single,Rail,210,1200,5000,Corded,Soft Start,Laser,E Brake,good,https://scheppach.co.uk/product/hm210l-sliding-mitre-saw-with-laser-1500w-230v-210mm-blade-5901210901/,,
,Ø279~333mm,"Dual
Robust Arm
Cordless 18V
Soft Start
Laser
Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,Bosch GCM 18V-305 GDC,Bosch,1.Benchtop,Dual,Robust Arm,305,,2550-4600,Cordless 18V,Soft Start,Laser,Speed Ctrl,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFazSLBj_o06-Necliqovo-ys7ctIq18eEEwsWXWfJ5hX0TmKbW68w5PivrHguTKdffBUAbhq4DY9g82qrUAtEtDQIE5lAkmDawxAFqEHz0y2BPYeHTGkJ1xWYEQVRHrH6MGWZur5SNje-ZnJVHNep1iE_ym-oVYpEerUS_kUCYsvhET_7I8k42xULrU1g=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHdLvC-paxu3T-afzFeT8JCi_q_vTuMg0PRFOfkkWCJInh51LQPUcdWBDZDhKqosXRWGCVUS2VK4Um-DHvWWOqIuR7W99aWVWZuL8xEyL2VGo9IuMSDRm-YbpB_CHIsSsJB--XgvCxN7MUw7sI1BX4DnZxK3Z33Tatjjuvk8Ys7wY3aMss4m3aHMGsv8qsL8_geibOv931N7AONRiJvRMrE9SBNFYQaTro=",,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,S26-263LX,Delta,1.Benchtop,Single,Rail,254,1800,5500,Corded,Soft Start,Laser,E Brake,good,https://deltamachinery.com/products/s26-263l/,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Shadow
E Brake, Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,DeWalt DWS780 (NA),DeWalt,1.Benchtop,Dual,Rail,305,1675,3800,Corded,Soft Start,Shadow,"E Brake, Speed Ctrl",good,https://www.dewalt.com/product/dws780/12-305mm-double-bevel-sliding-compound-miter-saw,,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,TC-SM 2534/1 (NA),Einhell,1.Benchtop,Dual,Rail,250,2100,4000,Corded,Soft Start,Laser,VTC,good,https://www.einhell.de/en/p/4300825-tc-sm-2534-1-dual/,,
,Ø222~267mm,"Single
Compound
Corded
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,C10FCGS,MetaboHPT,1.Benchtop,Single,Compound,254,1950,5000,Corded,,-,E Brake,good,https://www.metabo-hpt.com/us/main-navigation/item/c10fcgs-10-compound-miter-saw,,
,Ø127~191mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,Makita LS610DZ,Makita,1.Benchtop,Dual,Rail,165,,5000,Cordless 18V,Soft Start,-,"E Brake, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFjDKyUY6bNX2OCImTkdwTpefrG3-yq7W6veXgxaK6lEMk9wCLKByCd9wGvVIISTABkAApyGl2tByAjb5yRPurfymldb_YWz_SPeBbxgGfxML6EkdIcQd3TdLwCQkugSPB_pMVwRXY=,,
,Ø279~333mm,"Dual
Rail
Cordless 36V
-
-
E Brake, Interface (AWS)",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,Makita DLS211 (NA),Makita,1.Benchtop,Dual,Rail,305,,4400,Cordless 36V,-,-,"E Brake, Interface (AWS)",good,https://www.makitauk.com/product/dls211.html,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,Ridgid R4222,Ridgid,1.Benchtop,Dual,Rail,305,1800,4000,Corded,Soft Start,Shadow,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGIEw9mGRbvgwxcB9pfeihtU8u4dL4MX7ftj297u6cXuxpJ5kutwCbpaUn-5ksXPxdvLb8cQhvZoBVgaLkGIdhC3rOVd0xJV294h7XWMYkLn2ZmNUbncy5ihKDbCucHfhzGqTWcf1w=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHRyOk_T9-IpUWkjUDxWdPMaFC7zYidwF6FP_dEwR2hyuRdu4Fp_1eBJ4QHmseqSuC7yyawwf58hs_bFQF14xy-qS9IYfqgPV0OAG9z1KUU3rkv0ypx2hgzHrc0WMOJxSCBNXOEGpt_z9Hq",,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,HM 254 SPX (2020 版),Scheppach,1.Benchtop,Single,Rail,254,2000,4500,Corded,Soft Start,Laser,,good,https://www.manualslib.com/manual/2012028/Scheppach-Hm254.html,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2020,HM 216 (SPX),Scheppach,1.Benchtop,Dual,Rail,216,2000,4700,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm216-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901215901/,,
,Ø279~333mm,"Dual
Robust Arm
Cordless 18V
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Bosch GCM 18V-12 GDCN,Bosch,1.Benchtop,Dual,Robust Arm,305,,4000,Cordless 18V,Soft Start,Laser,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHogCK9O-6VEHwGKrOGjtXyneXtYR7wWUZFKgtP1JeLtmeuEvR9qRTxsZnMq2hKgn-k7WThjvbWtclUKrMHkuiKBSMbzjSLcK-I4P2JHA1TZ3K9qPn1PQZRGHGY3iRkqbaxKz63aCHYOtsKmZaUfHq-kt5LNuMbXSbktbWR543Tn7wvHJPSSZ0=,,
,Ø222~267mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Bosch GCM 18V-10 SD,Bosch,1.Benchtop,Dual,Rail,254,,4000,Cordless 18V,Soft Start,-,E Brake,good,https://www.boschtools.com/us/en/products/gcm18v-10sd-0601B47010,,
,Ø222~267mm,"Single
Rail
Cordless 36V
Soft Start
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,TE-SM 36/254 Li,Einhell,1.Benchtop,Single,Rail,254,,3800,Cordless 36V,Soft Start,Laser,VTC,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGyt2dHfvCKUjT-xAWABuC_55bQfiv4dC4sFe7ugDwvgJTaeqEJeVzWmPGfFbdRwfGV1651vljO2v-bRSaqkdJ3Q5RM0v2sgXfYMRGdDdpdVzOXE29w53BbDPGgx31NfDNtD297pVN7CdhZdQBzSAOpALTPlWzFzkc=,,
,Ø222~267mm,"Dual
Rail-Front
Corded
Soft Start
Dual laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Festool Kapex KS 120 REB,Festool,1.Benchtop,Dual,Rail-Front,260,1600,1400-3400,Corded,Soft Start,Dual laser,"E Brake, Speed Ctrl, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGLtWaH51NyTu3_xAwL2v0RkxzTxprd-nlJMpKXc3omaGv4j2-bB2cYjduyzU4sVxQsqsL91Tprc6CZUYXQcPCrZ7tzvuj2t2tLr6yAEQRJgSTfTwea6_E7Ny5E4KpnjqmRS9ETSobfDM0kLPRfq29jyJ88nZ9eva5v7fXRm79o0cn2MtSs8NzV,,
,Ø279~333mm,"Dual
Rail-Front
Cordless 36V
Soft Start
Shadow
E Brake, Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,C3612DRA,MetaboHPT,1.Benchtop,Dual,Rail-Front,305,2000,4000,Cordless 36V,Soft Start,Shadow,"E Brake, Speed Ctrl",good,https://www.metabo-hpt.com/us/main-navigation/item/c3612dra-36v-multivolt-12-brushless-sliding-dual-bevel-miter-saw,,
,Ø191~222mm,"Dual
Rail-Front
Cordless 40V
Soft Start
-
E Brake, Interface, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Makita GSL02,Makita,1.Benchtop,Dual,Rail-Front,216,,4800,Cordless 40V,Soft Start,-,"E Brake, Interface, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQERp8Te_zltkTg3HdOGiNRJULN8XTQXyN_Wtj9QwsUD2iaxEFw2YzbFCluRTCAouQbaYjauNx10UfuJGOyQxVsRZeUnDLtmTeHM9qcIWMivWvYue6qA9qBbMsFfH2eq1_sle5feNA==,,
,Ø222~267mm,"Dual
Rail-Front
Cordless 40V
Soft Start
-
E Brake, Interface, , Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Makita GSL03,Makita,1.Benchtop,Dual,Rail-Front,254,,3600,Cordless 40V,Soft Start,-,"E Brake, Interface, , Speed Ctrl",good,https://www.makitatools.com/products/details/GSL03Z,,
,Ø127~191mm,"Dual
Rail
Cordless 18V
Soft Start
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,Ridgid R48607B,Ridgid,1.Benchtop,Dual,Rail,184,,3650,Cordless 18V,Soft Start,Shadow,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHYtc6aLxjUTS99md7ePKrsgSfSTEvV0R2plnzMHNFd6H-_CNiaQf531eHTDk1dj3-93XXC_zfaTBvcjnBJ75S48J_nOsxgqyuMPzGmy2qTbmN9PCStgim4WRttLGvjKZK54s3GbRCopykQCf4ETLRX6CtfQ72LJqbifIMdBVnfdGikgBrN-XtwSGJIeg3z3l9z,,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,HM 254 SPX (2021 版),Scheppach,1.Benchtop,Single,Rail,254,2000,4500,Corded,Soft Start,Laser,,good,https://www.manualslib.com/manual/2012028/Scheppach-Hm254.html,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2021,HM 140 L (2021 更新),Scheppach,1.Benchtop,Dual,Rail,305,2000,3800,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm140l-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901218901/,,
,Ø279~333mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Bosch GCM 18V-12 SD,Bosch,1.Benchtop,Dual,Rail,305,,3800,Cordless 18V,Soft Start,-,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQELakYjqGOdcoihyUj_un-vi90A7-M3jLUqsXpdPVBAkYDMdEiMPidOiuzUynGYiTBr5jcq33e-1JmROPzY-L0o8nCegeHRL9MDnZ9X43_MotjMKF2-643hyd282gHvsPc3sbH-vA5F0ronMbcA0KkKKECj9vKEqkL5yrD3DaAFBIuFnX_iwNDm2m3Kp-znhv7fl0RJPFfWfmkXeYiqhD1uVnO5ogPwH6bgYB4RCqKz3TT0Jbx1C8ZaXmmJnMkJD9PYukx1NqdpeYs17qWn-NxsIKFToMpsWf5e,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGb7I2KcR87-0wxwlkrb9_j7EZgQxoebDfx1JbwFQF1M4v-VH1Ky2u4G4QuaC9csF6YZhpSve9KI2JBea_pZekeF9Lw9mvIbWquN1TyRtZV-6KZJLR7lN2DldXVaWynbSro_lLyAl6DgvjjGY72Hbe3V3KC1gZ75WX6-LMnWg==",,
,Ø127~191mm,"Single
Rail
Cordless 18V
-
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Bosch GCM 18V-07S,Bosch,1.Benchtop,Single,Rail,184,,4500,Cordless 18V,-,-,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQELakYjqGOdcoihyUj_un-vi90A7-M3jLUqsXpdPVBAkYDMdEiMPidOiuzUynGYiTBr5jcq33e-1JmROPzY-L0o8nCegeHRL9MDnZ9X43_MotjMKF2-643hyd282gHvsPc3sbH-vA5F0ronMbcA0KkKKECj9vKEqkL5yrD3DaAFBIuFnX_iwNDm2m3Kp-znhv7fl0RJPFfWfmkXeYiqhD1uVnO5ogPwH6bgYB4RCqKz3TT0Jbx1C8ZaXmmJnMkJD9PYukx1NqdpeYs17qWn-NxsIKFToMpsWf5e,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGb7I2KcR87-0wxwlkrb9_j7EZgQxoebDfx1JbwFQF1M4v-VH1Ky2u4G4QuaC9csF6YZhpSve9KI2JBea_pZekeF9Lw9mvIbWquN1TyRtZV-6KZJLR7lN2DldXVaWynbSro_lLyAl6DgvjjGY72Hbe3V3KC1gZ75WX6-LMnWg==",,
,Ø279~333mm,"Dual
Rail
Cordless 60V
Soft Start
Shadow
E Brake, IoT",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,DeWalt DCS781,DeWalt,1.Benchtop,Dual,Rail,305,,3800,Cordless 60V,Soft Start,Shadow,"E Brake, IoT",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFNGCbZMvlxf_05gj15XPJbL81nNgQ0Y_Cu4Z83Y_8jH-yixfniqSIu39RBewK8YrFHu5hoCnxVviCWJGaW6Ukv3Wq8IBMzFjr7nF-Ib9TdZMADlWzcthC7wd2e1mYTqybEg5JB1fBqACHnnElETW1H,,
,Ø191~222mm,"Dual
Rail-Front
Cordless 18V2
Soft Start
Dual laser
E Brake, Speed Ctrl, IoT, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Festool KSC 60,Festool,1.Benchtop,Dual,Rail-Front,216,,1300-3500,Cordless 18V2,Soft Start,Dual laser,"E Brake, Speed Ctrl, IoT, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHjT89IPigc2hHSZo5ggFZkmxCRI5CNEcFxXZpUEB1SNIhR-cveSXQ-DQrB7VuPsaDTDFDESBlja0g7AP97ve6sk1Swg-zSRhTOOh1tgd96XAadclifuSBfS0xDiQ91Gy52gv4266qUd4U2AuU-KzDIca1EKT3gb1c9Ca_F,,
,Ø191~222mm,"Dual
Rail-Front
Corded
Soft Start
Dual laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Festool KS 60 E,Festool,1.Benchtop,Dual,Rail-Front,216,1200,1300-3500,Corded,Soft Start,Dual laser,"E Brake, Speed Ctrl, ",good,https://www.festool.com/products/saws/sliding-compound-mitre-saws/561683---ks-60-e-sets-gb-240v,,
,Ø279~333mm,"Dual
Rail-Front
Cordless 40V
Soft Start
-
E Brake, Interface, , Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Makita GSL04,Makita,1.Benchtop,Dual,Rail-Front,305,,3600,Cordless 40V,Soft Start,-,"E Brake, Interface, , Speed Ctrl",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE2THJWiW4ZvHfP22JoZV98J3LN08wlk8huMW9fLr5vQ1M7ikoOjygm1w_4z0DFjvinWtxj9DavU4AJwe8uUwf3wTRdDKJeZ6ARRS8_FnPPw0udMtvbSEUqcycZvnl-kICMXikJew==,,
,Ø222~267mm,"Dual
Rail
Cordless 40V
Soft Start
Shadow
E Brake, Interface, , Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Makita LS004G,Makita,1.Benchtop,Dual,Rail,255,,3600,Cordless 40V,Soft Start,Shadow,"E Brake, Interface, , Speed Ctrl",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHcAIKqSIqou4H-RC90Ph-8o-XkLVOqvyIdIaaCr55ksXFL2oZ1J4SVY9Jvq8gsrb6l8SkcTVeNvawPvkXBLdtmYq0GsVMH_ZrIvVZXT01fZ0m__OynX7yVI_m4U3YLBlYFZNGkcQ==,,
,Ø279~333mm,"Dual
Rail
Cordless 40V
Soft Start
Shadow
E Brake, Interface, , Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Makita LS003G,Makita,1.Benchtop,Dual,Rail,305,,3600,Cordless 40V,Soft Start,Shadow,"E Brake, Interface, , Speed Ctrl",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHcAIKqSIqou4H-RC90Ph-8o-XkLVOqvyIdIaaCr55ksXFL2oZ1J4SVY9Jvq8gsrb6l8SkcTVeNvawPvkXBLdtmYq0GsVMH_ZrIvVZXT01fZ0m__OynX7yVI_m4U3YLBlYFZNGkcQ==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHucvmvkckc-MY1VylhbtThRderhAUsQOt6y63ds9LXEcd7IgNSGo-S2LpsUpLSX33iGDMWftaTCLe1yySapl4-UhB3muebrl8NX8kxlo_zwdcARyYjAdAZ3k1vGd7R7CpxUAKU4SGSjQy1mQUwvipvGVXpEONLgEYjLiVy3xdHaIJ7TZC2B-R2vFxatL3s3Y8e",,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Shadow",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,KGS 305 M (Corded),Metabo,1.Benchtop,Dual,Rail,305,1500,3700,Corded,Soft Start,Shadow,,good,https://www.metabo.com/com/en/tools/cutting-sanding-milling/wood-processing/mitre-saws/kgs-305-m-613305000-sliding-mitre-saw.html,,
,Ø279~333mm,"Dual
Rail
Cordless 18V
Soft Start
Laser
E Brake, IoT",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Milwaukee M18 FMS305,Milwaukee,1.Benchtop,Dual,Rail,305,,3500,Cordless 18V,Soft Start,Laser,"E Brake, IoT",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHwB30iRzPzOIHSKivIdofmU2fesTI5s5dXJesz1pXi7CNReGknVrCpvO-fd0AMR-e60TP7D_jUpPxxh0AXGHWkEB7V_yGqm1T1M5CMnJGFE97o5FP7p7rryypKE5e2qBEnFRGe9COtHAv5a70xALeEQc_F0fzoDbSiFX9z3g==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHwB30iRzPzOIHSKivIdofmU2fesTI5s5dXJesz1pXi7CNReGknVrCpvO-fd0AMR-e60TP7D_jUpPxxh0AXGHWkEB7V_yGqm1T1M5CMnJGFE97o5FP7p7rryypKE5e2qBEnFRGe9COtHAv5a70xALeEQc_F0fzoDbSiFX9z3g==",,
,Ø222~267mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,Milwaukee M18 FMS254,Milwaukee,1.Benchtop,Dual,Rail,254,,4000,Cordless 18V,Soft Start,-,E Brake,good,https://www.milwaukeetool.eu/en-eu/m18-fuel-254-mm-mitre-saw/m18-fms254/,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,HM 216 SPX (2022 版),Scheppach,1.Benchtop,Dual,Rail,216,2000,4700,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm216spx-sliding-mitre-saw-2000w-230v-210mm-blade-5901221901/,,
,Ø191~222mm,"Single
Rail
Corded
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2022,SCM 80 L,Scheppach,1.Benchtop,Single,Rail,210,1500,5000,Corded,,Laser,E Brake,good,https://www.manualpdf.in/scheppach/scm-80-l/manual,,
,Ø222~267mm,"Dual
Rail
Cordless 18V
Soft Start
Dual laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2023,Bosch GCM 18V-254 D,Bosch,1.Benchtop,Dual,Rail,254,,4500,Cordless 18V,Soft Start,Dual laser,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHXqJZ9NQG8bd-UxOs4CrPNvImEc87MPT_7TneNKQ9BdcMcJvfLoxrUM4-rVo8_T7JW9hdzJh46dJ-T2HNG5ZyAQk5xDFwgz3IikBN5oC56-SmBJwW6ocqdOiYacyLMVyggJT5YFLI=,,
,Ø279~333mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2023,Bosch GCM 18V-12 SDN,Bosch,1.Benchtop,Dual,Rail,305,,3800,Cordless 18V,Soft Start,-,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHXqJZ9NQG8bd-UxOs4CrPNvImEc87MPT_7TneNKQ9BdcMcJvfLoxrUM4-rVo8_T7JW9hdzJh46dJ-T2HNG5ZyAQk5xDFwgz3IikBN5oC56-SmBJwW6ocqdOiYacyLMVyggJT5YFLI=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFVQD4Q7Y4LI12l2XuYpmS_0xwVNRptcGuS6A7pTTgoRYCxv3sbDLXr8tUeJoXNZn_Sc8jupJTdwDnpWZAtN5VRkjkRkBeP7AETOM_iOANgkvh2hDSYPCVLpeDVpwLkie5Q3clAgoU=",,
,Ø279~333mm,"Dual
Robust Arm
Corded
Soft Start
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2023,26-2312 (Cruzer Gen 4),Delta,1.Benchtop,Dual,Robust Arm,305,1800,4000,Corded,Soft Start,Shadow,E Brake,good,https://deltamachinery.com,,
